make_id,make_name,model_id,model_name
493,ALFA ROMEO,2035,4C
493,ALFA ROMEO,2344,8C Competizione Spider
493,ALFA ROMEO,9953,164
493,ALFA ROMEO,10326,Giulia (952)
493,ALFA ROMEO,14326,Spider
493,ALFA ROMEO,14328,Milano
493,ALFA ROMEO,14330,GTV6
493,ALFA ROMEO,18005,Stelvio
440,ASTON MARTIN,1684,V8 Vantage
440,ASTON MARTIN,1686,DBS
440,ASTON MARTIN,1687,DB9
440,ASTON MARTIN,1688,Rapide
440,ASTON MARTIN,1695,V12 Vantage
440,ASTON MARTIN,1697,Virage
440,ASTON MARTIN,1701,Vanquish
440,ASTON MARTIN,13751,DB11
440,ASTON MARTIN,14157,Lagonda
440,ASTON MARTIN,14162,Vantage
440,ASTON MARTIN,14164,V8
440,ASTON MARTIN,19609,Vanquish S
440,ASTON MARTIN,19610,Vanquish Zagato
440,ASTON MARTIN,27591,DBX
474,HONDA,1861,Accord
474,HONDA,1863,Civic
474,HONDA,1864,Pilot
474,HONDA,1865,CR-V
474,HONDA,1866,Ridgeline
474,HONDA,1868,Element
474,HONDA,1869,Odyssey
474,HONDA,1870,Insight
474,HONDA,1875,FCX Clarity
474,HONDA,2127,Fit
474,HONDA,2128,CR-Z
474,HONDA,3153,S2000
474,HONDA,3234,PCX150
474,HONDA,3235,CB1100
474,HONDA,3245,CRF250
474,HONDA,3246,CTX1300
474,HONDA,3247,CTX700
474,HONDA,3249,GOLDWING
474,HONDA,3251,NC700X
474,HONDA,3252,METROPOLITAN
474,HONDA,3253,NPS50 (Ruckus)
474,HONDA,3255,ST1300PA
474,HONDA,3256,INTERCEPTOR
474,HONDA,3264,ST1300
474,HONDA,3411,Silverwing
474,HONDA,3420,CBR250
474,HONDA,3422,VFR1200F
474,HONDA,3438,NT700V
474,HONDA,3439,PCX125
474,HONDA,3445,SH150I
474,HONDA,3463,VTX1800F
474,HONDA,3466,CB250 (Nighthawk)
474,HONDA,3474,ELITE 80
474,HONDA,3475,Helix
474,HONDA,3477,VTX1300C
474,HONDA,3478,VTX1300R
474,HONDA,3479,VTX1300S
474,HONDA,3480,VTX1800C
474,HONDA,3484,Shadow VLX
474,HONDA,3507,ST1300P
474,HONDA,3515,CB600 (599)
474,HONDA,3520,NIGHTHAWK 750
474,HONDA,3521,CBR1100XX
474,HONDA,3522,CBR954RR
474,HONDA,3527,ST1100P
474,HONDA,3530,ST1100
474,HONDA,3567,ELITE 50
474,HONDA,3597,CBR900
474,HONDA,3618,Pacific Coast
474,HONDA,3654,VFR 750F
474,HONDA,3666,XR250L
474,HONDA,3669,Shadow 1100
474,HONDA,3670,Shadow
474,HONDA,3672,CT70
474,HONDA,3674,RC 45
474,HONDA,3684,Hawk GT
474,HONDA,3695,CB-1
474,HONDA,3696,ELITE 250
474,HONDA,3697,Tourist Trophy
474,HONDA,3698,NS50F
474,HONDA,3699,NX250
474,HONDA,3700,NX125
474,HONDA,3701,SA50
474,HONDA,3702,SB50P
474,HONDA,3703,VFR750R (RC30)
474,HONDA,3704,VTR
474,HONDA,3705,XL600V
474,HONDA,3735,VT1100C
474,HONDA,3776,ELITE
474,HONDA,3777,TRANSALP
474,HONDA,3778,NX650
474,HONDA,5107,Prelude
474,HONDA,5959,Passport
474,HONDA,9173,Crosstour
474,HONDA,9212,HR-V
474,HONDA,9577,del Sol
474,HONDA,10007,CBR650
474,HONDA,10251,NC700XD
474,HONDA,10253,CB500
474,HONDA,10618,CRF50
474,HONDA,10619,XR400R
474,HONDA,10620,TRX700XX
474,HONDA,10622,TRX450ER
474,HONDA,10791,FourTrax
474,HONDA,10792,TRX400X
474,HONDA,10956,Sportrax
474,HONDA,10957,TRX450R
474,HONDA,10958,CRF70F
474,HONDA,10959,CRF100F
474,HONDA,10960,CR250
474,HONDA,11387,SA50P
474,HONDA,11408,CR125
474,HONDA,11409,XR250R
474,HONDA,11435,MUV700 (Big Red)
474,HONDA,11517,EV Plus
474,HONDA,11588,TRX90
474,HONDA,11589,XR600R
474,HONDA,11590,TRX200D
474,HONDA,11591,TRX200DN
474,HONDA,11592,TRX250
474,HONDA,11593,TRX300
474,HONDA,11594,TRX300EX
474,HONDA,11595,TRX300EXN
474,HONDA,11596,TRX300FW
474,HONDA,11597,TRX300FWN
474,HONDA,11598,TRX300N
474,HONDA,11599,TRX400FW
474,HONDA,11600,TRX400FWN
474,HONDA,11601,TRX450S
474,HONDA,11602,TRX450ES
474,HONDA,11603,TRX400EX
474,HONDA,11650,NC700XL (NC700X)
474,HONDA,11651,NC700XD (NC700X DCT)
474,HONDA,11652,NC700XDL (NC700X DCT)
474,HONDA,11653,CMX250 (Rebel)
474,HONDA,11658,NC700JD (NM4)
474,HONDA,11670,VT1300 (Stateline)
474,HONDA,11674,XR650
474,HONDA,11689,TRX420 (FourTrax Rancher)
474,HONDA,11718,TRX420
474,HONDA,11728,TRX500 (FourTrax Foreman)
474,HONDA,11755,TRX680 (Rincon)
474,HONDA,11756,TRX680 (FourTrax Rincon)
474,HONDA,11759,NCH50 (GIORNO)
474,HONDA,11760,NCH50 (METROPOLITAN)
474,HONDA,11762,NSS300 (FORZA)
474,HONDA,11763,NSS300A (FORZA)
474,HONDA,11781,CRF110
474,HONDA,11782,CRF125
474,HONDA,11784,CRF230
474,HONDA,11788,NC750JD/NM4
474,HONDA,11796,MRT260/COTA 4RT260
474,HONDA,11803,CBR500
474,HONDA,11819,NC750X
474,HONDA,11827,CBR300
474,HONDA,11833,NC700XD/NC700X
474,HONDA,11834,NC700XDL/NC700X
474,HONDA,11835,TRX250X
474,HONDA,11836,TRX450R/TRX450ER
474,HONDA,11837,TRX250 (FourTrax Recon)
474,HONDA,11857,CBR125
474,HONDA,11875,MSX125 (Grom)
474,HONDA,11876,NC750SA
474,HONDA,11879,VFR800F
474,HONDA,11880,VFR800F (INTERCEPTOR)
474,HONDA,11882,VFR1200FD/VFR1200FA
474,HONDA,11903,ST1300A
474,HONDA,11967,VT1300 (Sabre)
474,HONDA,11975,CBR1000
474,HONDA,11978,VFR1200FA
474,HONDA,11979,VFR1200FD/VFR1200F
474,HONDA,11989,ST1300A/ST1300
474,HONDA,11993,CRF80F
474,HONDA,12021,NC700SA/NC700S
474,HONDA,12022,VFR1200FAD/VFR1200FD
474,HONDA,12023,CBF1000A
474,HONDA,12058,VT750 (Shadow Aero)
474,HONDA,12070,CBF600SA
474,HONDA,12074,VFR1200FAD
474,HONDA,12075,NT700VA/NT700V
474,HONDA,12077,MRT260/COTA 4RT/4RT 260
474,HONDA,12123,VT1300 (Fury)
474,HONDA,12132,VT750 (Shadow Phantom)
474,HONDA,12136,VT750
474,HONDA,12137,VT750 (Shadow Ace 750)
474,HONDA,12139,VT750 (Shadow)
474,HONDA,12144,VT1300
474,HONDA,12146,FSC600 (Silver Wing)
474,HONDA,12148,NHX110 (ELITE 110)
474,HONDA,12150,SH150D/SH150i
474,HONDA,12158,VT750 (Aero)
474,HONDA,12160,VT1300 (Interstate)
474,HONDA,12162,NSA700A/DN-01
474,HONDA,12166,VTX1300RL/VTX
474,HONDA,12167,VTX1300R/VTX1300 (RETRO)
474,HONDA,12168,VTX1300T/VTX
474,HONDA,12169,VTX1300TL/VTX
474,HONDA,12177,VTX1300T/VTX1300 (SPOKE)
474,HONDA,12183,VFR800 (INTERCEPTOR)
474,HONDA,12184,VFR800A (INTERCEPTOR)
474,HONDA,12191,XL1000V (VARADERO)
474,HONDA,12192,CRF150
474,HONDA,12195,TRX300X
474,HONDA,12197,TRX450ERB
474,HONDA,12203,TRX500
474,HONDA,12215,CHF50 (Metropolitan)
474,HONDA,12217,CHF50 (Jazz)
474,HONDA,12220,GL1100 (GOLDWING)
474,HONDA,12221,GL1200 (GOLDWING)
474,HONDA,12222,VT600C (SHADOW VLX)
474,HONDA,12224,VT1100C (SHADOW SPIRIT 1100)
474,HONDA,12225,VT1100C2 (SHADOW SABRE)
474,HONDA,12226,VT1100D2
474,HONDA,12228,NRX1800 (VALKYRIE RUNE)
474,HONDA,12230,VTX1800F1/VTX1800F
474,HONDA,12231,VTX1800F3/VTX1800F
474,HONDA,12232,VTX1800N/VTX1800 NEO RETRO
474,HONDA,12233,VTX1800N1/VTX1800N
474,HONDA,12234,VTX1800N3/VTX1800N
474,HONDA,12235,VTX1800R/VTX1800 RETRO
474,HONDA,12236,VTX1800S/VTX1800 SPOKE
474,HONDA,12237,VTX1800T/VTX1800T TOURER
474,HONDA,12238,VTX1800T1/VTX1800T
474,HONDA,12288,CB599
474,HONDA,12289,VFR800
474,HONDA,12315,VFR800A
474,HONDA,12316,VFR800AT
474,HONDA,12318,CB900
474,HONDA,12319,CB900 (919)
474,HONDA,12323,VTR1000S (RC51)
474,HONDA,12324,XL200R
474,HONDA,12326,NT650J
474,HONDA,12327,CR85
474,HONDA,12349,CG150ESD
474,HONDA,12350,XR200R
474,HONDA,12353,NSR50MIN
474,HONDA,12357,TRX700EX
474,HONDA,12359,TRX350FE
474,HONDA,12360,TRX350FM
474,HONDA,12361,TRX350TE
474,HONDA,12362,TRX350TM
474,HONDA,12363,TRX400FA
474,HONDA,12364,TRX400FG (FourTrax 400)
474,HONDA,12367,TRX450FM
474,HONDA,12371,TRX500 (FourTrax)
474,HONDA,12372,TRX650FA (Rincon)
474,HONDA,12373,TRX650FG (Rincon)
474,HONDA,12375,NSS250A (REFLEX)
474,HONDA,12376,PS250 (BIG RUCKUS)
474,HONDA,12382,VT600CD (SHADOW VLX DELUXE)
474,HONDA,12386,VT750 (A.C.E.)
474,HONDA,12387,VT750 (Shadow Spirit 750)
474,HONDA,12388,VT750 (Shadow Ace/Aero)
474,HONDA,12389,VT1100C2D (SABRE)
474,HONDA,12390,VTX1800C1/VTX1800C
474,HONDA,12391,VTX1800FD
474,HONDA,12392,VTX1800F2/VTX1800F
474,HONDA,12393,VTX1800ND
474,HONDA,12394,VTX1800N2/VTX1800N
474,HONDA,12395,VTX1800R1/VTX1800R
474,HONDA,12396,VTX1800R2/VTX1800R
474,HONDA,12397,VTX1800R3/VTX1800R
474,HONDA,12398,VTX1800TD
474,HONDA,12399,VTX1800T2/VTX1800T
474,HONDA,12403,VFR800AT (INTERCEPTOR ABS)
474,HONDA,12408,TRX250 (SportTrax 250)
474,HONDA,12409,TRX300EX (SportTrax 300)
474,HONDA,12410,TRX400EX (SportTrax 400)
474,HONDA,12411,TRX450ERB (SportTrax 450)
474,HONDA,12412,TRX450ER (SportTrax 450)
474,HONDA,12413,TRX250 (FourTrax 250)
474,HONDA,12415,TRX400FA (FourTrax Rancher AT)
474,HONDA,12416,TRX400FGA (FourTrax Rancher AT)
474,HONDA,12418,CH80 (Elite)
474,HONDA,12420,CN250 (Helix)
474,HONDA,12421,NSS250AS (REFLEX SPORT)
474,HONDA,12422,NSS250S (REFLEX SPORT)
474,HONDA,12423,NSS250 (REFLEX)
474,HONDA,12455,VT600C (VLX)
474,HONDA,12457,VTX1300T
474,HONDA,12458,VTX1800C2/VTX1800C
474,HONDA,12459,VTX1800C3/VTX1800C
474,HONDA,12460,VTX1800S1/VTX1800S
474,HONDA,12461,VTX1800S2/VTX1800S
474,HONDA,12462,VTX1800S3/VTX1800S
474,HONDA,12470,VFR800 (SPORT TOURER)
474,HONDA,12471,VFR800A (SPORT TOURER)
474,HONDA,12472,CB900 (Hornet)
474,HONDA,12474,RVT1000R (RC51)
474,HONDA,12483,TRX90 (Fourtrax 90)
474,HONDA,12485,TRX350FE (FourTrax Rancher)
474,HONDA,12486,TRX350FM (FourTrax Rancher)
474,HONDA,12487,TRX350TE (FourTrax Rancher)
474,HONDA,12488,TRX350TM (FourTrax Rancher)
474,HONDA,12493,VTR1000F (SUPERHAWK)
474,HONDA,12494,VTX1300C (VTX)
474,HONDA,12496,VTX1300S (VTX)
474,HONDA,12499,NRX1800DA (VALKYRIE RUNE)
474,HONDA,12500,NRX1800DB (VALKYRIE RUNE)
474,HONDA,12501,NRX1800EA (VALKYRIE RUNE)
474,HONDA,12502,NRX1800EB (VALKYRIE RUNE)
474,HONDA,12503,VTX1800C1 (VTX)
474,HONDA,12504,VTX1800C2 (VTX)
474,HONDA,12505,VTX1800C3 (VTX)
474,HONDA,12506,VTX1800F1 (VTX)
474,HONDA,12507,VTX1800F2 (VTX)
474,HONDA,12508,VTX1800N3 (VTX)
474,HONDA,12509,VTX1800N2 (VTX)
474,HONDA,12510,VTX1800N1 (VTX)
474,HONDA,12511,VTX1800R3 (VTX)
474,HONDA,12512,VTX1800R2 (VTX)
474,HONDA,12513,VTX1800R1 (VTX)
474,HONDA,12514,VTX1800S3 (VTX)
474,HONDA,12515,VTX1800S2 (VTX)
474,HONDA,12516,VTX1800S1 (VTX)
474,HONDA,12520,VTX1800F3 (VTX)
474,HONDA,12523,RC1000VS (RC213V-S)
474,HONDA,12527,TRX90 (SportTrax 90)
474,HONDA,12528,TRX250 (Recon)
474,HONDA,12530,TRX400FW (FourTrax Foreman 400)
474,HONDA,12531,TRX450FE (FourTrax Foreman)
474,HONDA,12532,TRX450FM (FourTrax Foreman)
474,HONDA,12534,TRX650FA (FourTrax Rincon)
474,HONDA,12535,TRX650FGA (FourTrax Rincon)
474,HONDA,12537,CRF1000
474,HONDA,12539,VFR1200X
474,HONDA,12540,VFR1200XD
474,HONDA,12542,CHF50 (Metropolitan II)
474,HONDA,12546,NRX1800BA (VALKYRIE RUNE)
474,HONDA,12547,NRX1800BB (VALKYRIE RUNE)
474,HONDA,12548,VTX1800C (VTX)
474,HONDA,12552,TRX400FGA
474,HONDA,12554,CB750 (Nighthawk 750)
474,HONDA,12555,VF750C (MAGNA)
474,HONDA,12564,CBR900/CBR954
474,HONDA,12565,CBR900/CBR929
474,HONDA,12568,VTX1800R (VTX)
474,HONDA,12569,VTX1800S (VTX)
474,HONDA,12570,GL1500 (Valkyrie)
474,HONDA,12571,XR70R
474,HONDA,12572,XR50
474,HONDA,12573,CR80
474,HONDA,12575,XR80R
474,HONDA,12576,XR100R
474,HONDA,12581,VFR800Fi (INTERCEPTOR)
474,HONDA,12583,ST1100A
474,HONDA,12584,VT1100C3 (SHADOW AERO)
474,HONDA,12585,GL1500C (VALKYRIE)
474,HONDA,12586,GL1500CD (VALKYRIE TOURER)
474,HONDA,12587,GL1500CT (VALKYRIE TOURER)
474,HONDA,12588,GL1500CF (VALKYRIE INTERSTATE)
474,HONDA,12589,GL1500SE (GOLD WING SE)
474,HONDA,12618,VT600CD2
474,HONDA,12647,VT1100T (SHADOW ACE TOURER)
474,HONDA,12651,CR500R
474,HONDA,12654,VF750C2 (MAGNA)
474,HONDA,12658,GL1500A (GOLD WING ASPENCADE)
474,HONDA,12662,VT1100C2 (SHADOW ACE)
474,HONDA,12663,Z50R
474,HONDA,12664,PC800 (PACIFIC COAST)
474,HONDA,12671,XR200
474,HONDA,12709,GL1500i
474,HONDA,12710,EZ90
474,HONDA,12722,RVF750R (RC45)
474,HONDA,12839,TRX400FG
474,HONDA,13340,VTX1300RL/VTX1300R
474,HONDA,13450,Cota 300RR
474,HONDA,14008,Honda Utility Vehicle
474,HONDA,14060,CBR600
474,HONDA,14249,Clarity
474,HONDA,14789,CH250
474,HONDA,14790,SE50PI
474,HONDA,14791,CH150
474,HONDA,14792,SE50H
474,HONDA,14793,SE50PH
474,HONDA,14794,NQ50
474,HONDA,14795,CMX450C
474,HONDA,14796,VT700C (Shadow)
474,HONDA,14797,VR700FII
474,HONDA,14799,XL250R
474,HONDA,14800,XL600R
474,HONDA,14801,TLR200
474,HONDA,14803,CN250
474,HONDA,14804,NB50
474,HONDA,14805,VF1000R
474,HONDA,14806,VF500F
474,HONDA,14807,CB450
474,HONDA,14808,TG50
474,HONDA,14809,CB700
474,HONDA,14810,VF1100C
474,HONDA,14811,VT500
474,HONDA,14813,NB50M
474,HONDA,14822,XL80
